website_name,description1,Discount Percentage average,description2,website
Back Market,"-15€ on toute l'app ! From smartphones to aspirateurs, ordinateurs, tablettes, everything ! All you have to faire is prouver us que you are étudiant in seulement 3 clicks. And profiter of the best tech reconditionnée at the plus bas price possible.",-15€,,https://www.backmarket.fr/fr-fr/student-discount
